stateabb,ccode,year,irst,milex,milper,energy,tpop,upop,cinc,version
TUR,640,1920,0,-9,109,529,12569,701,0.0052216,3.02
TUR,640,1921,0,-9,169,342,12706,709,0.0062324,3.02
TUR,640,1922,0,-9,209,411,12845,719,0.0076763,3.02
TUR,640,1923,0,-9,129,597,12985,731,0.0065993,3.02
TUR,640,1924,0,17820,129,769,13127,744,0.0070226,3.02
TUR,640,1925,0,18198,129,960,13271,758,0.0069454,3.02
TUR,640,1926,0,42121,129,1218,13415,773,0.0078236,3.02
TUR,640,1927,0,37030,99,1328,13562,789,0.006658,3.02
TUR,640,1928,0,35587,129,1254,13843,807,0.0072784,3.02
TUR,640,1929,0,32775,129,1425,14138,827,0.0071872,3.02
TUR,640,1930,0,29704,149,1611,14440,852,0.0076175,3.02
TUR,640,1931,0,26471,145,1591,14748,880,0.0074866,3.02
TUR,640,1932,0,20714,149,1615,15062,912,0.0076188,3.02
TUR,640,1933,0,21572,149,1889,15383,943,0.0073324,3.02
TUR,640,1934,0,45397,203,2327,15711,974,0.0088021,3.02
TUR,640,1935,0,51482,211,2390,16046,1005,0.0077756,3.02
TUR,640,1936,0,58103,211,2359,16352,1035,0.0079282,3.02
TUR,640,1937,0,65589,211,2035,16637,1066,0.0076487,3.02
TUR,640,1938,0,81548,211,1819,16926,1098,0.0078265,3.02
TUR,640,1939,0,59371,148,1955,17370,1132,0.0053595,3.02
TUR,640,1940,38,79176,-9,2179,17714,1169,0.0039623,3.02
TUR,640,1941,33,108253,513,2234,17952,1209,0.0069081,3.02
TUR,640,1942,50,-9,513,1952,18143,1252,0.0070333,3.02
TUR,640,1943,43,72406,513,2407,18837,1296,0.0056967,3.02
TUR,640,1944,61,88573,513,2730,18532,1340,0.0052793,3.02
TUR,640,1945,64,396678,514,2762,18729,1386,0.0053396,3.02
TUR,640,1946,80,278779,689,2747,19074,1435,0.0114336,3.02
TUR,640,1947,90,171484,689,2901,19493,1485,0.011582,3.02
TUR,640,1948,102,172615,689,2981,19922,1536,0.0117226,3.02
TUR,640,1949,103,196814,669,3069,20359,1589,0.0106011,3.02
TUR,640,1950,91,197876,684,2900,20770,1648,0.0101971,3.02
TUR,640,1951,135,230796,531,3025,21352,1721,0.0080912,3.02
TUR,640,1952,153,256637,533,2955,21953,1844,0.0076161,3.02
TUR,640,1953,163,292743,436,3745,22571,1976,0.0069249,3.02
TUR,640,1954,169,331327,413,3867,23206,2118,0.0068057,3.02
TUR,640,1955,188,381239,425,3896,23853,2270,0.0069019,3.02
TUR,640,1956,193,413928,437,4325,24442,2434,0.0071945,3.02
TUR,640,1957,176,452142,449,4681,25252,2596,0.007439,3.02
TUR,640,1958,160,371212,460,4842,25983,2780,0.0075206,3.02
TUR,640,1959,214,238692,460,4675,26735,2995,0.0073679,3.02
TUR,640,1960,266,266630,435,4708,27506,3223,0.0071305,3.02
TUR,640,1961,282,300664,400,5016,28227,3474,0.007004,3.02
TUR,640,1962,242,324115,420,8442,28931,3778,0.0071447,3.02
TUR,640,1963,331,349226,475,9915,29652,4028,0.0075261,3.02
TUR,640,1964,405,380863,480,11571,30391,4406,0.0076208,3.02
TUR,640,1965,581,422677,490,11663,31149,4700,0.0079639,3.02
TUR,640,1966,842,440088,510,13070,31936,5270,0.0079588,3.02
TUR,640,1967,996,506167,530,13626,32750,5757,0.0081238,3.02
TUR,640,1968,1109,568172,535,14787,33586,6248,0.0081563,3.02
TUR,640,1969,1170,594163,545,15111,34443,6763,0.0082176,3.02
TUR,640,1970,1312,686894,540,26246,35321,7242,0.008472,3.02
TUR,640,1971,1122,568948,610,28475,36215,7708,0.0089267,3.02
TUR,640,1972,1442,703957,610,33959,37132,7709,0.0089704,3.02
TUR,640,1973,1163,861625,563,34131,38073,7711,0.0084885,3.02
TUR,640,1974,1458,1136713,574,36996,39037,8799,0.0087608,3.02
TUR,640,1975,1457,2091123,584,37078,40026,9133,0.0092518,3.02
TUR,640,1976,1469,2534791,674,41271,40916,9467,0.0100275,3.02
TUR,640,1977,1397,2765803,771,34461,41769,9787,0.0105448,3.02
TUR,640,1978,1628,2727905,721,32376,42641,10093,0.0099762,3.02
TUR,640,1979,1431,3001094,698,35229,53531,10402,0.0101375,3.02
TUR,640,1980,1700,2203621,717,37885,44439,10739,0.0096654,3.02
TUR,640,1981,1744,2815664,741,40436,45540,11049,0.0098972,3.02
TUR,640,1982,1998,2755065,769,44568,46688,11268,0.0101739,3.02
TUR,640,1983,3599,2469087,824,47798,47864,11916,0.0109286,3.02
TUR,640,1984,4113,2190865,815,49749,49070,12637,0.0107801,3.02
TUR,640,1985,4737,1649000,814,52833,50306,16502,0.0113778,3.02
TUR,640,1986,5989,1830000,860,59321,51433,18396,0.0121881,3.02
TUR,640,1987,7044,2020000,879,64407,52561,21151,0.0128987,3.02
TUR,640,1988,8009,1700000,847,62011,53715,23905,0.012942,3.02
TUR,640,1989,7853,2100000,780,63534,54893,20548,0.0121916,3.02
TUR,640,1990,8373,2980000,769,65063,56098,20974,0.0122559,3.02
TUR,640,1991,8572,4400000,804,65100,57305,21464,0.0135511,3.02
TUR,640,1992,9657,4140000,704,64785,58401,21984,0.013488,3.02
TUR,640,1993,9061,7075000,686,69350,59491,22526,0.014112,3.02
TUR,640,1994,12624,4600000,811,67560,60576,23943,0.0153344,3.02
TUR,640,1995,13183,6606000,805,74294,61644,20994,0.0154274,3.02
TUR,640,1996,13624,7674000,818,78500,62697,23562,0.0162173,3.02
TUR,640,1997,14475,7792000,820,85620,63745,26445,0.0168049,3.02
TUR,640,1998,14144,8955000,788,87298,64479,27043,0.0170497,3.02
TUR,640,1999,14313,9717000,789,87347,65546,27654,0.0171661,3.02
TUR,640,2000,14325,9994000,610,87395,66591,28190,0.0156018,3.02
TUR,640,2001,14981,7219000,515,87444,66601,28737,0.0146053,3.02
IRQ,645,1932,0,2744,12,174,3508,262,0.0010976,3.02
IRQ,645,1933,0,2561,10,164,3534,276,0.0010119,3.02
IRQ,645,1934,0,2405,10,1472,3560,291,0.001113,3.02
IRQ,645,1935,0,2910,14,2819,3586,307,0.0012655,3.02
IRQ,645,1936,0,5964,19,2866,3612,324,0.0013978,3.02
IRQ,645,1937,0,6920,23,3112,3638,342,0.0014585,3.02
IRQ,645,1938,0,7824,28,2986,3665,361,0.0015828,3.02
IRQ,645,1939,0,6945,19,5664,3691,381,0.001477,3.02
IRQ,645,1940,0,6851,-9,3594,3718,400,0.0012271,3.02
IRQ,645,1941,0,-9,-9,2239,3745,419,0.0013921,3.02
IRQ,645,1942,0,-9,-9,3710,3791,440,0.0015933,3.02
IRQ,645,1943,0,-9,-9,5106,3992,462,0.0018166,3.02
IRQ,645,1944,0,-9,-9,5927,4303,486,0.0019043,3.02
IRQ,645,1945,0,-9,-9,6586,4611,519,0.0020499,3.02
IRQ,645,1946,0,21604,51,6690,4803,549,0.0021282,3.02
IRQ,645,1947,0,21282,31,6724,4816,587,0.0017747,3.02
IRQ,645,1948,0,17574,31,210,4935,625,0.001297,3.02
IRQ,645,1949,0,26602,31,562,5065,675,0.0012939,3.02
IRQ,645,1950,0,19602,35,630,5198,730,0.0013108,3.02
IRQ,645,1951,0,21563,38,899,5338,797,0.0013278,3.02
IRQ,645,1952,0,33044,42,875,5483,850,0.0013117,3.02
IRQ,645,1953,0,42565,46,1096,5635,915,0.0013845,3.02
IRQ,645,1954,0,46766,49,1389,5794,982,0.0014358,3.02
IRQ,645,1955,0,48166,53,1998,5961,1062,0.0014817,3.02
IRQ,645,1956,0,72249,57,3104,6083,1156,0.0016352,3.02
IRQ,645,1957,0,83170,60,2845,6299,1261,0.0016936,3.02
IRQ,645,1958,0,86810,64,3183,6488,1387,0.0017803,3.02
IRQ,645,1959,0,100252,57,3507,6682,1502,0.0017644,3.02
IRQ,645,1960,0,118734,74,4036,6885,1631,0.0019465,3.02
IRQ,645,1961,0,125455,90,4268,7098,1766,0.0021278,3.02
IRQ,645,1962,0,134976,91,4423,7321,1899,0.0021075,3.02
IRQ,645,1963,0,163260,80,4649,7554,2042,0.0020337,3.02
IRQ,645,1964,0,190143,80,4504,7798,2207,0.0020645,3.02
IRQ,645,1965,0,226827,90,11380,8047,2373,0.0024518,3.02
IRQ,645,1966,0,234948,90,15620,8308,2555,0.0025114,3.02
IRQ,645,1967,0,248950,90,11025,8580,2734,0.002357,3.02
IRQ,645,1968,0,296276,90,11526,8860,2928,0.0023762,3.02
IRQ,645,1969,0,298236,90,13401,9149,3122,0.0024185,3.02
IRQ,645,1970,0,251470,95,13625,9440,3276,0.0023688,3.02
IRQ,645,1971,0,427398,105,16749,9750,3540,0.0026603,3.02
IRQ,645,1972,0,459597,105,16647,10074,3826,0.002659,3.02
IRQ,645,1973,0,658068,105,17936,10413,4135,0.0027921,3.02
IRQ,645,1974,0,1429055,110,19438,10765,4468,0.0031956,3.02
IRQ,645,1975,0,1591601,155,21262,11124,4829,0.003554,3.02
IRQ,645,1976,0,1760921,190,30261,11505,5218,0.0040125,3.02
IRQ,645,1977,0,2008127,140,27556,12030,5639,0.003726,3.02
IRQ,645,1978,50,1987809,362,27693,12405,6094,0.0050769,3.02
IRQ,645,1979,352,2675245,444,33957,12821,6586,0.0059235,3.02
IRQ,645,1980,260,3386780,430,28896,13238,7117,0.0058798,3.02
IRQ,645,1981,45,7958609,392,18606,13669,7691,0.0064842,3.02
IRQ,645,1982,45,8043998,404,18297,14110,8312,0.0064544,3.02
IRQ,645,1983,0,13992223,434,25130,14586,8982,0.0079682,3.02
IRQ,645,1984,0,13831087,788,26632,15077,9707,0.0099762,3.02
IRQ,645,1985,0,12870000,788,29786,15585,10490,0.0100301,3.02
IRQ,645,1986,0,11579000,800,30884,16110,11336,0.009667,3.02
IRQ,645,1987,0,13990000,900,36392,16330,12251,0.0107034,3.02
IRQ,645,1988,0,12870000,1000,44260,16882,12594,0.0110386,3.02
IRQ,645,1989,0,11000000,1000,47706,17428,12947,0.0112566,3.02
IRQ,645,1990,0,8610000,1390,37196,18078,13294,0.0127073,3.02
IRQ,645,1991,0,12900000,475,22356,18514,13650,0.0083527,3.02
IRQ,645,1992,0,2500000,407,32595,18898,14016,0.0061644,3.02
IRQ,645,1993,0,2600000,407,40154,19261,14392,0.0064001,3.02
IRQ,645,1994,0,2748000,425,45505,19650,14777,0.006638,3.02
IRQ,645,1995,0,1250000,450,46976,20095,15130,0.0065581,3.02
IRQ,645,1996,0,1277000,450,47238,20607,15492,0.0066214,3.02
IRQ,645,1997,0,1250000,400,35375,21177,15862,0.0061648,3.02
IRQ,645,1998,0,1428000,420,36016,21800,16241,0.0064825,3.02
IRQ,645,1999,0,1500000,420,35989,22450,16629,0.006486,3.02
IRQ,645,2000,0,1400000,429,35961,23115,17085,0.0065466,3.02
IRQ,645,2001,0,1372000,424,35934,23122,17553,0.0067016,3.02
EGY,651,1855,0,-9,24,0,5058,430,0.0091208,3.02
EGY,651,1856,0,-9,24,0,5144,439,0.008957,3.02
EGY,651,1857,0,-9,15,0,5233,450,0.0087761,3.02
EGY,651,1858,0,-9,16,0,5322,459,0.0088739,3.02
EGY,651,1859,0,-9,17,0,5413,466,0.0088287,3.02
EGY,651,1860,0,-9,18,0,5506,474,0.0066314,3.02
EGY,651,1861,0,-9,19,0,5601,481,0.0064377,3.02
EGY,651,1862,0,-9,20,0,5697,490,0.006596,3.02
EGY,651,1863,0,-9,21,0,5794,496,0.0065288,3.02
EGY,651,1864,0,-9,18,0,5894,502,0.0063353,3.02
EGY,651,1865,0,-9,14,0,5873,508,0.0061674,3.02
EGY,651,1866,0,-9,15,0,5973,513,0.0063773,3.02
EGY,651,1867,0,-9,17,0,6076,520,0.0063344,3.02
EGY,651,1868,0,-9,18,0,6180,525,0.006364,3.02
EGY,651,1869,0,2103,19,0,6286,531,0.0078624,3.02
EGY,651,1870,0,35,20,0,6394,537,0.0053765,3.02
EGY,651,1871,0,30,22,0,6503,542,0.0051464,3.02
EGY,651,1872,0,-9,23,0,6615,548,0.0064216,3.02
EGY,651,1873,0,24,24,0,6728,552,0.0053301,3.02
EGY,651,1874,0,26,25,0,6843,556,0.005342,3.02
EGY,651,1875,0,35,26,0,6961,560,0.0053,3.02
EGY,651,1876,0,-9,26,0,7080,564,0.0061682,3.02
EGY,651,1877,0,-9,26,0,7201,567,0.006092,3.02
EGY,651,1878,0,-9,21,0,7325,570,0.0056925,3.02
EGY,651,1879,0,-9,15,0,7451,572,0.0054937,3.02
EGY,651,1880,0,422,15,0,7578,574,0.0049458,3.02
EGY,651,1881,0,429,15,0,7708,575,0.0048452,3.02
EGY,651,1882,0,104,15,0,5669,577,0.0040787,3.02
EGY,651,1937,0,15592,22,244,16008,2116,0.0040586,3.02
EGY,651,1938,0,34495,24,323,16295,2255,0.0042872,3.02
EGY,651,1939,0,11914,25,952,16588,2390,0.0040905,3.02
EGY,651,1940,0,14354,50,1328,16877,2549,0.0042923,3.02
EGY,651,1941,0,17798,-9,1745,17190,2700,0.005058,3.02
EGY,651,1942,0,20085,-9,1689,17499,2861,0.0052328,3.02
EGY,651,1943,0,26044,-9,2029,17814,3020,0.005449,3.02
EGY,651,1944,0,26742,-9,2139,18134,3182,0.0053789,3.02
EGY,651,1945,0,24598,-9,2129,18460,3349,0.0053445,3.02
EGY,651,1946,0,31998,50,2023,18792,3502,0.0058118,3.02
EGY,651,1947,0,32672,57,2116,19068,3652,0.0052573,3.02
EGY,651,1948,0,35576,64,2989,19529,3807,0.0053934,3.02
EGY,651,1949,0,140322,70,3591,19989,3969,0.0056365,3.02
EGY,651,1950,0,88724,74,3896,20461,4138,0.005485,3.02
EGY,651,1951,0,94448,77,4065,20943,4314,0.0053701,3.02
EGY,651,1952,0,100172,81,4088,21437,4498,0.0051006,3.02
EGY,651,1953,0,105896,85,3988,21943,4689,0.0051273,3.02
EGY,651,1954,4,134516,88,4289,22460,4889,0.0051771,3.02
EGY,651,1955,7,203206,92,4151,22990,5097,0.0051594,3.02
EGY,651,1956,6,238369,93,3845,23532,5314,0.0052175,3.02
EGY,651,1957,13,224009,95,4842,24087,5541,0.0052524,3.02
EGY,651,1958,28,203906,107,5314,24655,5794,0.0053372,3.02
EGY,651,1959,112,268034,157,5230,25237,7123,0.0062802,3.02
EGY,651,1960,136,291369,160,6537,26085,7533,0.0063178,3.02
EGY,651,1961,156,258229,215,6915,26579,6869,0.0064201,3.02
EGY,651,1962,188,283768,220,8065,27257,7379,0.0064618,3.02
EGY,651,1963,194,252990,135,9374,27947,7725,0.0056934,3.02
EGY,651,1964,177,328887,160,11887,28659,8146,0.0060516,3.02
EGY,651,1965,179,409384,205,13065,29389,8579,0.0066213,3.02
EGY,651,1966,207,459982,215,12643,30076,8920,0.006538,3.02
EGY,651,1967,203,570377,220,10151,30892,9287,0.0065164,3.02
EGY,651,1968,199,752070,195,10066,31596,9663,0.006377,3.02
EGY,651,1969,304,975161,230,7033,32316,10034,0.0066881,3.02
EGY,651,1970,304,1209751,255,7548,33053,10443,0.0069349,3.02
EGY,651,1971,260,1494940,315,9619,33807,10657,0.0075406,3.02
EGY,651,1972,234,1954921,390,11422,34578,10907,0.0081527,3.02
EGY,651,1973,294,3194479,390,12294,35366,11122,0.0087006,3.02
EGY,651,1974,408,3910043,410,13727,36172,12087,0.0090019,3.02
EGY,651,1975,358,4168157,400,16830,36997,11881,0.008761,3.02
EGY,651,1976,457,3996933,400,19473,38198,11674,0.0085587,3.02
EGY,651,1977,266,4715062,350,22364,37406,11854,0.0082826,3.02
EGY,651,1978,602,3322259,447,24137,38435,12001,0.0082634,3.02
EGY,651,1979,800,1714530,447,25878,39492,12147,0.0076724,3.02
EGY,651,1980,800,1522906,447,25614,40578,12273,0.0075121,3.02
EGY,651,1981,902,2100986,447,28216,41614,12400,0.0076074,3.02
EGY,651,1982,484,2494532,447,31620,42840,12528,0.0076013,3.02
EGY,651,1983,199,3043087,447,32366,44180,14658,0.0079233,3.02
EGY,651,1984,1153,3786908,466,35696,45229,12758,0.0079831,3.02
EGY,651,1985,954,4143000,466,38058,46473,12863,0.0080417,3.02
EGY,651,1986,1003,5220000,400,40584,47811,15685,0.0081784,3.02
EGY,651,1987,1433,4570000,450,43860,49050,16096,0.0084121,3.02
EGY,651,1988,2025,5730000,452,45048,50267,16486,0.0086797,3.02
EGY,651,1989,2114,4270000,450,46943,51477,16875,0.0086638,3.02
EGY,651,1990,2325,1570000,434,49564,53270,17654,0.0080215,3.02
EGY,651,1991,2541,1650000,434,50847,54531,17654,0.0084568,3.02
EGY,651,1992,2500,2470000,424,51801,55739,18070,0.0087919,3.02
EGY,651,1993,2500,2070000,424,56102,56488,18529,0.0088497,3.02
EGY,651,1994,2622,2234000,430,59128,57851,18581,0.008968,3.02
EGY,651,1995,2642,2506000,430,62849,59226,18633,0.0090398,3.02
EGY,651,1996,2618,2742000,430,67314,60603,18685,0.0091371,3.02
EGY,651,1997,2717,2743000,430,51121,62011,18986,0.0090073,3.02
EGY,651,1998,2870,2888000,430,50565,65978,19292,0.0092695,3.02
EGY,651,1999,2627,2988000,430,50535,67226,19602,0.0092,3.02
EGY,651,2000,2838,4099000,448,50504,68470,19957,0.0095565,3.02
EGY,651,2001,3799,4318000,443,50474,68493,20318,0.0099054,3.02
SYR,652,1946,0,14540,10,5,2978,555,0.0009355,3.02
SYR,652,1947,0,10925,10,6,3025,600,0.0008578,3.02
SYR,652,1948,0,12372,8,7,3068,647,0.000855,3.02
SYR,652,1949,0,22222,20,8,3135,699,0.0009875,3.02
SYR,652,1950,0,31050,32,10,3495,740,0.0011539,3.02
SYR,652,1951,0,31507,32,11,3580,788,0.0011001,3.02
SYR,652,1952,0,31963,35,17,3670,836,0.0010593,3.02
SYR,652,1953,0,39726,35,25,3765,885,0.0010776,3.02
SYR,652,1954,0,34703,25,29,3864,935,0.0009914,3.02
SYR,652,1955,0,22905,25,33,3967,987,0.0009531,3.02
SYR,652,1956,0,45225,25,39,4075,1042,0.0010051,3.02
SYR,652,1957,0,39106,60,32,4186,1102,0.0012916,3.02
SYR,652,1958,0,65363,62,36,4307,1166,0.0013651,3.02
SYR,652,1961,0,72905,52,53,4680,1231,0.0012375,3.02
SYR,652,1962,0,77933,54,62,4833,1301,0.0012335,3.02
SYR,652,1963,0,77749,75,65,4992,1375,0.0013857,3.02
SYR,652,1964,0,90576,80,71,5156,1458,0.0014361,3.02
SYR,652,1965,0,95550,70,76,5325,1540,0.0013972,3.02
SYR,652,1966,0,82723,80,81,5500,1628,0.0014102,3.02
SYR,652,1967,0,95812,80,83,5680,1711,0.0014058,3.02
SYR,652,1968,0,153665,65,1806,5866,1782,0.0013758,3.02
SYR,652,1969,0,157068,75,2502,6059,1879,0.0014616,3.02
SYR,652,1970,0,175393,75,3049,6305,1952,0.0014695,3.02
SYR,652,1971,0,176963,110,3885,6467,2027,0.0017278,3.02
SYR,652,1972,0,207591,115,3505,6684,2095,0.0017419,3.02
SYR,652,1973,0,388408,115,3477,6908,2161,0.0018239,3.02
SYR,652,1974,0,450588,130,3088,7140,2238,0.0018793,3.02
SYR,652,1975,0,706693,230,3789,7380,2306,0.0026149,3.02
SYR,652,1976,0,957844,240,5126,7627,2372,0.0028032,3.02
SYR,652,1977,0,1059872,250,6148,7883,2449,0.0029096,3.02
SYR,652,1978,0,1165095,220,6539,8148,2516,0.0026824,3.02
SYR,652,1979,0,2110063,220,8294,8421,2801,0.0029794,3.02
SYR,652,1980,0,2166089,250,9542,8704,2875,0.0031268,3.02
SYR,652,1981,0,2459087,270,13365,9053,2948,0.0033172,3.02
SYR,652,1982,0,2548606,300,13640,9295,2824,0.0034378,3.02
SYR,652,1983,0,2821334,400,13924,9611,2907,0.0040943,3.02
SYR,652,1984,0,3372009,402,16542,9934,2983,0.0041644,3.02
SYR,652,1985,0,3483000,402,17244,10267,3509,0.004294,3.02
SYR,652,1986,0,3680000,400,16380,10612,3634,0.0042202,3.02
SYR,652,1987,0,3950000,400,20024,10969,3657,0.0042698,3.02
SYR,652,1988,0,1600000,400,20594,11338,3856,0.0038168,3.02
SYR,652,1989,0,1510000,400,20971,11719,3967,0.003887,3.02
SYR,652,1990,76,1620000,408,21941,12116,4103,0.003958,3.02
SYR,652,1991,63,4500000,408,23911,12529,4231,0.0048239,3.02
SYR,652,1992,70,2200000,408,24547,12958,4358,0.00456,3.02
SYR,652,1993,70,3635000,408,25528,13393,4361,0.005004,3.02
SYR,652,1994,70,2165000,320,24546,13844,4663,0.0040713,3.02
SYR,652,1995,70,1738000,320,24866,14186,4810,0.00401,3.02
SYR,652,1996,70,2132000,320,24682,14619,4962,0.0041381,3.02
SYR,652,1997,70,2217000,320,20316,14951,5119,0.0041656,3.02
SYR,652,1998,70,986000,315,23408,15333,5281,0.0040087,3.02
SYR,652,1999,70,989000,310,23406,15725,5448,0.0039674,3.02
SYR,652,2000,70,1483000,316,23403,16125,5625,0.0041165,3.02
SYR,652,2001,70,1884000,321,23400,16129,5808,0.0043795,3.02
LEB,660,1946,0,5111,4,8,1156,199,0.0003499,3.02
LEB,660,1947,0,4512,4,9,1176,215,0.0003229,3.02
LEB,660,1948,0,5059,3,11,1208,233,0.0003211,3.02
LEB,660,1949,0,7828,3,12,1238,252,0.000321,3.02
LEB,660,1950,0,6606,5,14,1443,273,0.0003554,3.02
LEB,660,1951,0,8100,5,16,1470,295,0.0003541,3.02
LEB,660,1952,0,7964,5,20,1501,320,0.000339,3.02
LEB,660,1953,0,9593,6,22,1535,346,0.0003562,3.02
LEB,660,1954,0,9819,7,22,1573,375,0.0003692,3.02
LEB,660,1955,0,12081,7,27,1613,406,0.0003708,3.02
LEB,660,1956,0,17344,7,30,1657,439,0.000389,3.02
LEB,660,1957,0,17846,9,35,1703,475,0.0004142,3.02
LEB,660,1958,0,20812,9,36,1752,515,0.000426,3.02
LEB,660,1959,0,19626,9,45,1804,530,0.0004203,3.02
LEB,660,1960,0,21817,10,52,1857,541,0.0004196,3.02
LEB,660,1961,0,25742,8,58,1913,549,0.0004016,3.02
LEB,660,1962,0,36787,10,68,1970,559,0.0004186,3.02
LEB,660,1963,0,31447,16,77,2029,570,0.0004528,3.02
LEB,660,1964,0,24870,16,85,2090,827,0.0005152,3.02
LEB,660,1965,0,29253,17,94,2151,591,0.0004563,3.02
LEB,660,1966,0,37231,19,106,2213,601,0.0004612,3.02
LEB,660,1967,0,40505,19,112,2275,613,0.000455,3.02
LEB,660,1968,0,43450,19,127,2337,625,0.0004477,3.02
LEB,660,1969,0,43742,19,140,2402,638,0.0004435,3.02
LEB,660,1970,0,52862,19,2978,2469,603,0.0004947,3.02
LEB,660,1971,0,43994,20,3044,2541,666,0.0005075,3.02
LEB,660,1972,0,69820,20,3201,2615,680,0.0005152,3.02
LEB,660,1973,0,94621,20,3602,2683,695,0.0005272,3.02
LEB,660,1974,0,128877,20,3582,2737,708,0.0005274,3.02
LEB,660,1975,0,136393,24,3084,2767,715,0.0005348,3.02
LEB,660,1976,0,112615,24,2970,2772,717,0.0005112,3.02
LEB,660,1977,0,83089,9,2601,2754,719,0.0003861,3.02
LEB,660,1978,0,166136,9,2776,2722,720,0.0004035,3.02
LEB,660,1979,0,227581,18,2822,2691,722,0.0004637,3.02
LEB,660,1980,0,291000,18,3003,2669,726,0.0004688,3.02
LEB,660,1981,0,245000,20,2714,2662,729,0.0004522,3.02
LEB,660,1982,0,331000,21,1151,2667,732,0.0004398,3.02
LEB,660,1983,0,398000,20,870,2676,737,0.0004348,3.02
LEB,660,1984,0,312000,19,1240,2679,741,0.0004066,3.02
LEB,660,1985,0,120664,21,1049,2668,748,0.0003731,3.02
LEB,660,1986,0,100000,36,1150,2639,748,0.0004484,3.02
LEB,660,1987,0,-9,37,1014,2598,750,0.0005125,3.02
LEB,660,1988,0,28756,20,845,2559,753,0.0003225,3.02
LEB,660,1989,0,-9,18,742,2540,759,0.0003623,3.02
LEB,660,1990,0,140000,36,742,2555,767,0.0004305,3.02
LEB,660,1991,0,151000,36,894,2610,778,0.0004595,3.02
LEB,660,1992,0,233000,37,655,2698,795,0.0004964,3.02
LEB,660,1993,0,275000,37,274,2806,826,0.0005143,3.02
LEB,660,1994,0,370000,50,282,2915,858,0.0006303,3.02
LEB,660,1995,0,490000,55,363,3009,879,0.0006965,3.02
LEB,660,1996,0,494000,55,412,3084,901,0.0007068,3.02
LEB,660,1997,0,676000,57,6628,3144,923,0.0008544,3.02
LEB,660,1998,0,586000,58,6913,3191,946,0.000863,3.02
LEB,660,1999,0,563000,58,7265,3236,970,0.0008608,3.02
LEB,660,2000,0,578000,64,7634,3282,988,0.0009124,3.02
LEB,660,2001,0,576000,72,8023,3283,1007,0.0010085,3.02
JOR,663,1946,0,6385,8,0,1086,0,0.0002177,3.02
JOR,663,1947,0,6950,8,0,1122,0,0.0002148,3.02
JOR,663,1948,0,6906,8,0,1159,0,0.000219,3.02
JOR,663,1949,0,11201,14,0,1197,0,0.0002796,3.02
JOR,663,1950,0,14002,15,0,1237,0,0.0002914,3.02
JOR,663,1951,0,24083,15,0,1279,0,0.0002829,3.02
JOR,663,1952,0,25483,15,0,1320,103,0.0003174,3.02
JOR,663,1953,0,27723,15,0,1360,108,0.0003183,3.02
JOR,663,1954,0,28563,15,0,1395,119,0.0003223,3.02
JOR,663,1955,0,29404,15,0,1437,132,0.0003238,3.02
JOR,663,1956,0,35844,25,2,1482,146,0.0004225,3.02
JOR,663,1957,0,37525,36,2,1542,162,0.0005231,3.02
JOR,663,1958,0,44525,46,3,1593,179,0.00063,3.02
JOR,663,1959,0,56287,46,4,1636,199,0.0006522,3.02
JOR,663,1960,0,53486,-9,6,1695,220,0.0003045,3.02
JOR,663,1961,0,52926,35,9,1706,246,0.0005558,3.02
JOR,663,1962,0,57687,35,13,1736,270,0.0005438,3.02
JOR,663,1963,0,59087,45,14,1793,299,0.0006162,3.02
JOR,663,1964,0,59087,45,17,1850,332,0.000613,3.02
JOR,663,1965,0,60207,55,19,1909,377,0.0007174,3.02
JOR,663,1966,0,72809,50,22,1973,427,0.0006581,3.02
JOR,663,1967,0,99972,60,19,2038,450,0.0007372,3.02
JOR,663,1968,0,119294,55,19,2102,549,0.0007205,3.02
JOR,663,1969,0,119294,60,25,2191,620,0.0007583,3.02
JOR,663,1970,0,97452,70,660,2299,698,0.0008308,3.02
JOR,663,1971,0,106412,65,820,2382,810,0.0008299,3.02
JOR,663,1972,0,123494,70,892,2457,855,0.0008638,3.02
JOR,663,1973,0,144515,70,1007,2537,916,0.0008742,3.02
JOR,663,1974,0,165950,70,1088,2618,949,0.0008554,3.02
JOR,663,1975,0,172824,60,1199,2702,987,0.000794,3.02
JOR,663,1976,0,310147,65,1684,2779,1001,0.0008867,3.02
JOR,663,1977,0,287059,70,1644,2688,1021,0.0008946,3.02
JOR,663,1978,0,310828,70,2002,2737,1038,0.0008832,3.02
JOR,663,1979,0,440123,67,2316,2812,952,0.0008716,3.02
JOR,663,1980,0,460898,65,2531,2923,1075,0.0008699,3.02
JOR,663,1981,0,554069,66,3104,3079,1037,0.000883,3.02
JOR,663,1982,0,518769,68,3545,3273,1123,0.0008972,3.02
JOR,663,1983,0,534675,72,3682,3483,1130,0.0009231,3.02
JOR,663,1984,0,533232,78,3700,3677,1162,0.0009442,3.02
JOR,663,1985,0,522807,81,3583,3833,1129,0.000954,3.02
JOR,663,1986,0,713350,86,3286,3940,1270,0.0010166,3.02
JOR,663,1987,0,745500,100,3539,4009,1319,0.001101,3.02
JOR,663,1988,0,689100,165,3451,4064,1367,0.0014541,3.02
JOR,663,1989,0,441230,190,3476,4139,1422,0.0015826,3.02
JOR,663,1990,30,571210,100,3857,4259,1535,0.001096,3.02
JOR,663,1991,30,414500,100,3417,4433,1656,0.0011394,3.02
